date,store,item,predictions
2018-02-17,6,1,15.84547699747623
2018-02-18,6,1,14.52420056435165
2018-02-19,6,1,10.976867730269188
2018-02-20,6,1,11.807783764742275
2018-02-21,6,1,12.481655129797808
2018-02-22,6,1,14.451472579430876
2018-02-23,6,1,14.759392642716676
2018-02-24,6,1,16.164577308725
2018-02-25,6,1,16.937629724004548
2018-02-26,6,1,11.342244703671719
2018-02-27,6,1,12.387877984686003
2018-02-28,6,1,13.237919058050316
2018-03-01,6,1,15.33654361194142
2018-03-02,6,1,17.136939637932343
2018-03-03,6,1,16.764738949239543
2018-03-04,6,1,18.021370116033303
2018-03-05,6,1,14.311269087352931
2018-03-06,6,1,15.526078015015603
2018-03-07,6,1,15.183213112448275
2018-03-08,6,1,19.143881819229247
2018-03-09,6,1,15.976064950678474
2018-03-10,6,1,19.86655304773898
2018-03-11,6,1,18.946434120928107
2018-03-12,6,1,14.160092567285446
2018-03-13,6,1,15.293832319568066
2018-03-14,6,1,15.496731460584224
2018-03-15,6,1,18.79932609427852
2018-03-16,6,1,18.12808812659481
2018-03-17,6,1,18.199635961136934
2018-03-18,6,1,22.29485397770172
2018-03-19,6,1,14.558135525226286
2018-03-20,6,1,17.47653503923078
2018-03-21,6,1,14.781481321186094
2018-03-22,6,1,15.388486113325316
2018-03-23,6,1,17.22069010445008
2018-03-24,6,1,21.11212719166313
2018-03-25,6,1,24.123304765378805
2018-03-26,6,1,13.042402991684614
2018-03-27,6,1,16.15132866982059
2018-03-28,6,1,18.165603064035327
2018-03-29,6,1,15.00710793879891
2018-03-30,6,1,17.50623159252108
2018-03-31,6,1,20.133049880708235
2018-01-01,7,1,9.807158698710927
2018-01-02,7,1,9.579951524141457
2018-01-03,7,1,13.557212917170324
2018-01-04,7,1,11.917281192836443
2018-01-05,7,1,12.05498475202536
2018-01-06,7,1,13.502313326374388
2018-01-07,7,1,13.16160953590131
2018-01-08,7,1,10.106037068405806
2018-01-09,7,1,13.295462301391208
2018-01-10,7,1,12.826825608986294
2018-01-11,7,1,15.959621126665988
2018-01-12,7,1,11.223236775514975
2018-01-13,7,1,13.693205497079742
2018-01-14,7,1,13.560134136794032
2018-01-15,7,1,9.236161661992844
2018-01-16,7,1,11.31827893798449
2018-01-17,7,1,10.59855994176716
2018-01-18,7,1,12.076088674281268
2018-01-19,7,1,12.876851408168188
2018-01-20,7,1,12.12584237996245
2018-01-21,7,1,13.948158024759177
2018-01-22,7,1,9.772447281871887
2018-01-23,7,1,10.092369610810517
2018-01-24,7,1,9.338776768811877
2018-01-25,7,1,10.649645992590974
2018-01-26,7,1,11.935957401878863
2018-01-27,7,1,13.703970269725426
2018-01-28,7,1,14.266198329114307
2018-01-29,7,1,8.858056066376045
2018-01-30,7,1,11.217126547829764
2018-01-31,7,1,10.727340817611122
2018-02-01,7,1,12.9372004719348
2018-02-02,7,1,12.41384843743312
2018-02-03,7,1,15.420567147532319
2018-02-04,7,1,15.315970026143216
2018-02-05,7,1,10.462798284407711
2018-02-06,7,1,11.905706743407963
2018-02-07,7,1,11.26084625847158
2018-02-08,7,1,11.819445815860186
2018-02-09,7,1,17.16590452188969
2018-02-10,7,1,12.444204943382672
2018-02-11,7,1,14.29698917749761
2018-02-12,7,1,10.548269770370968
2018-02-13,7,1,11.417053603322866
2018-02-14,7,1,10.830649452036706
2018-02-15,7,1,11.339499872255727
2018-02-16,7,1,13.554306983664013
2018-02-17,7,1,14.307229398801423
2018-02-18,7,1,14.075323314614948
2018-02-19,7,1,11.456432434310154
2018-02-20,7,1,12.143969062178842
2018-02-21,7,1,11.690604414332268
2018-02-22,7,1,13.911954354668415
2018-02-23,7,1,13.835057797595281
2018-02-24,7,1,15.359241379446038
2018-02-25,7,1,13.925886739712015
2018-02-26,7,1,11.824825718073365
2018-02-27,7,1,11.558341895951406
2018-02-28,7,1,11.659959999532353
2018-03-01,7,1,13.952855218521874
2018-03-02,7,1,14.104425421034145
2018-03-03,7,1,17.321806858073817
2018-03-04,7,1,19.593086031233177
2018-03-05,7,1,12.015244410551714
2018-03-06,7,1,16.024014245350006
2018-03-07,7,1,13.63624079260995
2018-03-08,7,1,16.09453885851133
2018-03-09,7,1,17.239555852667717
2018-03-10,7,1,17.62847425716003
2018-03-11,7,1,16.87981985896744
2018-03-12,7,1,13.260654539731698
2018-03-13,7,1,15.089138287877393
2018-03-14,7,1,14.186944393627465
2018-03-15,7,1,14.110389670052788
2018-03-16,7,1,16.275000970545765
2018-03-17,7,1,17.027808615557408
2018-03-18,7,1,18.594268553336878
2018-03-19,7,1,13.274359995917473
2018-03-20,7,1,13.601335571971788
2018-03-21,7,1,13.73639323459917
2018-03-22,7,1,16.55457002364841
2018-03-23,7,1,16.0458843002526
2018-03-24,7,1,16.953011069747852
2018-03-25,7,1,18.496176284563813
2018-03-26,7,1,13.957305762978791
2018-03-27,7,1,15.422201857493057
2018-03-28,7,1,14.081105224038307
2018-03-29,7,1,14.776334493727335
2018-03-30,7,1,17.918440406868452
2018-03-31,7,1,17.453375997027408
2018-01-01,8,1,15.372142641659394
2018-01-02,8,1,19.471952614786243
2018-01-03,8,1,17.016449518755515
2018-01-04,8,1,23.742742924508565
2018-01-05,8,1,21.70715209386836
2018-01-06,8,1,22.99504317087178
2018-01-07,8,1,26.203521476413282
2018-01-08,8,1,17.244205158310624
2018-01-09,8,1,19.058945121116512
2018-01-10,8,1,20.68966034277094
2018-01-11,8,1,19.819754803907298
2018-01-12,8,1,23.638696719749248
2018-01-13,8,1,24.46618823711811
2018-01-14,8,1,25.498874279427262
2018-01-15,8,1,16.74304691764472
2018-01-16,8,1,17.176826331335178
2018-01-17,8,1,17.69872373290462
2018-01-18,8,1,23.035556010158047
2018-01-19,8,1,19.16586726665935
2018-01-20,8,1,28.896106878612432
2018-01-21,8,1,24.13382857047642
2018-01-22,8,1,13.851212038599646
2018-01-23,8,1,20.265614442800658
2018-01-24,8,1,18.44154003518938
2018-01-25,8,1,21.170194252362155
2018-01-26,8,1,24.302472968671193
2018-01-27,8,1,26.831996048217846
2018-01-28,8,1,23.266107398984367
2018-01-29,8,1,17.204907071353674
2018-01-30,8,1,19.921859357428684
2018-01-31,8,1,21.14250777353374
2018-02-01,8,1,20.01831367050046
2018-02-02,8,1,22.120612224264462
2018-02-03,8,1,27.15117769685882
2018-02-04,8,1,28.73658425169195
2018-02-05,8,1,16.626297177726325
2018-02-06,8,1,18.679486290258275
2018-02-07,8,1,23.50287586467075
2018-02-08,8,1,21.739946933748218
2018-02-09,8,1,24.90150577391075
2018-02-10,8,1,27.30732692516007
2018-02-11,8,1,32.53676417449041
2018-02-12,8,1,17.22368482238607
2018-02-13,8,1,19.25534351177929
2018-02-14,8,1,23.8433642506438
2018-02-15,8,1,19.81301369705362
2018-02-16,8,1,24.613276904819166
2018-02-17,8,1,23.252029855466716
2018-02-18,8,1,29.63476208769191
2018-02-19,8,1,15.103698812311887
2018-02-20,8,1,18.365899521762692
2018-02-21,8,1,21.465788045669107
2018-02-22,8,1,24.45719462373726
2018-02-23,8,1,26.23869515353886
2018-02-24,8,1,25.519609231027875
2018-02-25,8,1,29.23901854896062
2018-02-26,8,1,22.18312407085445
2018-02-27,8,1,21.23497943414384
2018-02-28,8,1,20.132383484787297
2018-03-01,8,1,28.688253912198398
2018-03-02,8,1,31.029951187283498
2018-03-03,8,1,29.27103303244417
2018-03-04,8,1,34.37846381751321
2018-03-05,8,1,22.538583836521973
2018-03-06,8,1,26.86141722270265
2018-03-07,8,1,21.84172705893019
2018-03-08,8,1,28.456280217975724
2018-03-09,8,1,29.754290595453902
2018-03-10,8,1,36.81862923022278
2018-03-11,8,1,30.588776615968655
2018-03-12,8,1,20.791142757790656
2018-03-13,8,1,23.905255225226185
2018-03-14,8,1,21.47656790901842
2018-03-15,8,1,28.539027053258383
2018-03-16,8,1,26.833544497523654
2018-03-17,8,1,31.75067588105524
2018-03-18,8,1,32.59670066357891
2018-03-19,8,1,19.75383101475227
2018-03-20,8,1,23.033829656242318
2018-03-21,8,1,24.006878140189965
2018-03-22,8,1,36.961848232643796
2018-03-23,8,1,26.672891592507554
2018-03-24,8,1,26.738656876370474
2018-03-25,8,1,34.18082929191933
2018-03-26,8,1,20.160807937652564
2018-03-27,8,1,22.676252064825928
2018-03-28,8,1,28.016038660338037
2018-03-29,8,1,29.503578700549973
2018-03-30,8,1,30.521672293171505
2018-03-31,8,1,35.33827698821963
2018-01-01,9,1,17.43128100467535
2018-01-02,9,1,19.124760383114772
2018-01-03,9,1,17.671251456365248
2018-01-04,9,1,20.416076911795322
2018-01-05,9,1,20.05034589321209
2018-01-06,9,1,22.560443753928347
2018-01-07,9,1,23.458584094121033
2018-01-08,9,1,13.864644394023898
2018-01-09,9,1,16.736107298722562
2018-01-10,9,1,18.663424522079055
2018-01-11,9,1,20.10533497181186
2018-01-12,9,1,18.520909840970113
2018-01-13,9,1,21.15331689932837
2018-01-14,9,1,22.06669854565644
2018-01-15,9,1,15.380900379307059
2018-01-16,9,1,17.951438528795897
